record_path,session,participant,gesture,class,y,trial
..\data\raw\grabmyo\1.1.0\Session2\session2_participant9\session2_participant9_gesture12_trial7,2,9,12,WE,1,7
..\data\raw\grabmyo\1.1.0\Session2\session2_participant9\session2_participant9_gesture15_trial1,2,9,15,HO,2,1
..\data\raw\grabmyo\1.1.0\Session2\session2_participant9\session2_participant9_gesture15_trial2,2,9,15,HO,2,2
..\data\raw\grabmyo\1.1.0\Session2\session2_participant9\session2_participant9_gesture15_trial3,2,9,15,HO,2,3
..\data\raw\grabmyo\1.1.0\Session2\session2_participant9\session2_participant9_gesture15_trial4,2,9,15,HO,2,4
..\data\raw\grabmyo\1.1.0\Session2\session2_participant9\session2_participant9_gesture15_trial5,2,9,15,HO,2,5
..\data\raw\grabmyo\1.1.0\Session2\session2_participant9\session2_participant9_gesture15_trial6,2,9,15,HO,2,6
..\data\raw\grabmyo\1.1.0\Session2\session2_participant9\session2_participant9_gesture15_trial7,2,9,15,HO,2,7
..\data\raw\grabmyo\1.1.0\Session2\session2_participant9\session2_participant9_gesture16_trial1,2,9,16,HC,3,1
..\data\raw\grabmyo\1.1.0\Session2\session2_participant9\session2_participant9_gesture16_trial2,2,9,16,HC,3,2
..\data\raw\grabmyo\1.1.0\Session2\session2_participant9\session2_participant9_gesture16_trial3,2,9,16,HC,3,3
..\data\raw\grabmyo\1.1.0\Session2\session2_participant9\session2_participant9_gesture16_trial4,2,9,16,HC,3,4
..\data\raw\grabmyo\1.1.0\Session2\session2_participant9\session2_participant9_gesture16_trial5,2,9,16,HC,3,5
..\data\raw\grabmyo\1.1.0\Session2\session2_participant9\session2_participant9_gesture16_trial6,2,9,16,HC,3,6
..\data\raw\grabmyo\1.1.0\Session2\session2_participant9\session2_participant9_gesture16_trial7,2,9,16,HC,3,7
..\data\raw\grabmyo\1.1.0\Session1\session1_participant10\session1_participant10_gesture11_trial1,1,10,11,WF,0,1
..\data\raw\grabmyo\1.1.0\Session1\session1_participant10\session1_participant10_gesture11_trial2,1,10,11,WF,0,2
..\data\raw\grabmyo\1.1.0\Session1\session1_participant10\session1_participant10_gesture11_trial3,1,10,11,WF,0,3
..\data\raw\grabmyo\1.1.0\Session1\session1_participant10\session1_participant10_gesture11_trial4,1,10,11,WF,0,4
..\data\raw\grabmyo\1.1.0\Session1\session1_participant10\session1_participant10_gesture11_trial5,1,10,11,WF,0,5
..\data\raw\grabmyo\1.1.0\Session1\session1_participant10\session1_participant10_gesture11_trial6,1,10,11,WF,0,6
..\data\raw\grabmyo\1.1.0\Session1\session1_participant10\session1_participant10_gesture11_trial7,1,10,11,WF,0,7
..\data\raw\grabmyo\1.1.0\Session1\session1_participant10\session1_participant10_gesture12_trial1,1,10,12,WE,1,1
..\data\raw\grabmyo\1.1.0\Session1\session1_participant10\session1_participant10_gesture12_trial2,1,10,12,WE,1,2
..\data\raw\grabmyo\1.1.0\Session1\session1_participant10\session1_participant10_gesture12_trial3,1,10,12,WE,1,3
..\data\raw\grabmyo\1.1.0\Session1\session1_participant10\session1_participant10_gesture12_trial4,1,10,12,WE,1,4
..\data\raw\grabmyo\1.1.0\Session1\session1_participant10\session1_participant10_gesture12_trial5,1,10,12,WE,1,5
..\data\raw\grabmyo\1.1.0\Session1\session1_participant10\session1_participant10_gesture12_trial6,1,10,12,WE,1,6
..\data\raw\grabmyo\1.1.0\Session1\session1_participant10\session1_participant10_gesture12_trial7,1,10,12,WE,1,7
..\data\raw\grabmyo\1.1.0\Session1\session1_participant10\session1_participant10_gesture15_trial1,1,10,15,HO,2,1
..\data\raw\grabmyo\1.1.0\Session1\session1_participant10\session1_participant10_gesture15_trial2,1,10,15,HO,2,2
..\data\raw\grabmyo\1.1.0\Session1\session1_participant10\session1_participant10_gesture15_trial3,1,10,15,HO,2,3
..\data\raw\grabmyo\1.1.0\Session1\session1_participant10\session1_participant10_gesture15_trial4,1,10,15,HO,2,4
..\data\raw\grabmyo\1.1.0\Session1\session1_participant10\session1_participant10_gesture15_trial5,1,10,15,HO,2,5
..\data\raw\grabmyo\1.1.0\Session1\session1_participant10\session1_participant10_gesture15_trial6,1,10,15,HO,2,6
..\data\raw\grabmyo\1.1.0\Session1\session1_participant10\session1_participant10_gesture15_trial7,1,10,15,HO,2,7
..\data\raw\grabmyo\1.1.0\Session1\session1_participant10\session1_participant10_gesture16_trial1,1,10,16,HC,3,1
..\data\raw\grabmyo\1.1.0\Session1\session1_participant10\session1_participant10_gesture16_trial2,1,10,16,HC,3,2
..\data\raw\grabmyo\1.1.0\Session1\session1_participant10\session1_participant10_gesture16_trial3,1,10,16,HC,3,3
..\data\raw\grabmyo\1.1.0\Session1\session1_participant10\session1_participant10_gesture16_trial4,1,10,16,HC,3,4
..\data\raw\grabmyo\1.1.0\Session1\session1_participant10\session1_participant10_gesture16_trial5,1,10,16,HC,3,5
..\data\raw\grabmyo\1.1.0\Session1\session1_participant10\session1_participant10_gesture16_trial6,1,10,16,HC,3,6
..\data\raw\grabmyo\1.1.0\Session1\session1_participant10\session1_participant10_gesture16_trial7,1,10,16,HC,3,7
..\data\raw\grabmyo\1.1.0\Session2\session2_participant10\session2_participant10_gesture11_trial1,2,10,11,WF,0,1
..\data\raw\grabmyo\1.1.0\Session2\session2_participant10\session2_participant10_gesture11_trial2,2,10,11,WF,0,2
..\data\raw\grabmyo\1.1.0\Session2\session2_participant10\session2_participant10_gesture11_trial3,2,10,11,WF,0,3
..\data\raw\grabmyo\1.1.0\Session2\session2_participant10\session2_participant10_gesture11_trial4,2,10,11,WF,0,4
..\data\raw\grabmyo\1.1.0\Session2\session2_participant10\session2_participant10_gesture11_trial5,2,10,11,WF,0,5
..\data\raw\grabmyo\1.1.0\Session2\session2_participant10\session2_participant10_gesture11_trial6,2,10,11,WF,0,6
..\data\raw\grabmyo\1.1.0\Session2\session2_participant10\session2_participant10_gesture11_trial7,2,10,11,WF,0,7
..\data\raw\grabmyo\1.1.0\Session2\session2_participant10\session2_participant10_gesture12_trial1,2,10,12,WE,1,1
..\data\raw\grabmyo\1.1.0\Session2\session2_participant10\session2_participant10_gesture12_trial2,2,10,12,WE,1,2
..\data\raw\grabmyo\1.1.0\Session2\session2_participant10\session2_participant10_gesture12_trial3,2,10,12,WE,1,3
..\data\raw\grabmyo\1.1.0\Session2\session2_participant10\session2_participant10_gesture12_trial4,2,10,12,WE,1,4
..\data\raw\grabmyo\1.1.0\Session2\session2_participant10\session2_participant10_gesture12_trial5,2,10,12,WE,1,5
..\data\raw\grabmyo\1.1.0\Session2\session2_participant10\session2_participant10_gesture12_trial6,2,10,12,WE,1,6
..\data\raw\grabmyo\1.1.0\Session2\session2_participant10\session2_participant10_gesture12_trial7,2,10,12,WE,1,7
..\data\raw\grabmyo\1.1.0\Session2\session2_participant10\session2_participant10_gesture15_trial1,2,10,15,HO,2,1
..\data\raw\grabmyo\1.1.0\Session2\session2_participant10\session2_participant10_gesture15_trial2,2,10,15,HO,2,2
..\data\raw\grabmyo\1.1.0\Session2\session2_participant10\session2_participant10_gesture15_trial3,2,10,15,HO,2,3
..\data\raw\grabmyo\1.1.0\Session2\session2_participant10\session2_participant10_gesture15_trial4,2,10,15,HO,2,4
..\data\raw\grabmyo\1.1.0\Session2\session2_participant10\session2_participant10_gesture15_trial5,2,10,15,HO,2,5
..\data\raw\grabmyo\1.1.0\Session2\session2_participant10\session2_participant10_gesture15_trial6,2,10,15,HO,2,6
..\data\raw\grabmyo\1.1.0\Session2\session2_participant10\session2_participant10_gesture15_trial7,2,10,15,HO,2,7
..\data\raw\grabmyo\1.1.0\Session2\session2_participant10\session2_participant10_gesture16_trial1,2,10,16,HC,3,1
..\data\raw\grabmyo\1.1.0\Session2\session2_participant10\session2_participant10_gesture16_trial2,2,10,16,HC,3,2
..\data\raw\grabmyo\1.1.0\Session2\session2_participant10\session2_participant10_gesture16_trial3,2,10,16,HC,3,3
..\data\raw\grabmyo\1.1.0\Session2\session2_participant10\session2_participant10_gesture16_trial4,2,10,16,HC,3,4
..\data\raw\grabmyo\1.1.0\Session2\session2_participant10\session2_participant10_gesture16_trial5,2,10,16,HC,3,5
..\data\raw\grabmyo\1.1.0\Session2\session2_participant10\session2_participant10_gesture16_trial6,2,10,16,HC,3,6
..\data\raw\grabmyo\1.1.0\Session2\session2_participant10\session2_participant10_gesture16_trial7,2,10,16,HC,3,7
..\data\raw\grabmyo\1.1.0\Session3\session3_participant10\session3_participant10_gesture11_trial1,3,10,11,WF,0,1
..\data\raw\grabmyo\1.1.0\Session3\session3_participant10\session3_participant10_gesture11_trial2,3,10,11,WF,0,2
..\data\raw\grabmyo\1.1.0\Session3\session3_participant10\session3_participant10_gesture11_trial3,3,10,11,WF,0,3
..\data\raw\grabmyo\1.1.0\Session3\session3_participant10\session3_participant10_gesture11_trial4,3,10,11,WF,0,4
..\data\raw\grabmyo\1.1.0\Session3\session3_participant10\session3_participant10_gesture11_trial5,3,10,11,WF,0,5
..\data\raw\grabmyo\1.1.0\Session3\session3_participant10\session3_participant10_gesture11_trial6,3,10,11,WF,0,6
..\data\raw\grabmyo\1.1.0\Session3\session3_participant10\session3_participant10_gesture11_trial7,3,10,11,WF,0,7
..\data\raw\grabmyo\1.1.0\Session3\session3_participant10\session3_participant10_gesture12_trial1,3,10,12,WE,1,1
..\data\raw\grabmyo\1.1.0\Session3\session3_participant10\session3_participant10_gesture12_trial2,3,10,12,WE,1,2
..\data\raw\grabmyo\1.1.0\Session3\session3_participant10\session3_participant10_gesture12_trial3,3,10,12,WE,1,3
..\data\raw\grabmyo\1.1.0\Session3\session3_participant10\session3_participant10_gesture12_trial4,3,10,12,WE,1,4
..\data\raw\grabmyo\1.1.0\Session3\session3_participant10\session3_participant10_gesture12_trial5,3,10,12,WE,1,5
..\data\raw\grabmyo\1.1.0\Session3\session3_participant10\session3_participant10_gesture12_trial6,3,10,12,WE,1,6
..\data\raw\grabmyo\1.1.0\Session3\session3_participant10\session3_participant10_gesture12_trial7,3,10,12,WE,1,7
..\data\raw\grabmyo\1.1.0\Session3\session3_participant10\session3_participant10_gesture15_trial1,3,10,15,HO,2,1
..\data\raw\grabmyo\1.1.0\Session3\session3_participant10\session3_participant10_gesture15_trial2,3,10,15,HO,2,2
..\data\raw\grabmyo\1.1.0\Session3\session3_participant10\session3_participant10_gesture15_trial3,3,10,15,HO,2,3
..\data\raw\grabmyo\1.1.0\Session3\session3_participant10\session3_participant10_gesture15_trial4,3,10,15,HO,2,4
..\data\raw\grabmyo\1.1.0\Session3\session3_participant10\session3_participant10_gesture15_trial5,3,10,15,HO,2,5
..\data\raw\grabmyo\1.1.0\Session3\session3_participant10\session3_participant10_gesture15_trial6,3,10,15,HO,2,6
..\data\raw\grabmyo\1.1.0\Session3\session3_participant10\session3_participant10_gesture15_trial7,3,10,15,HO,2,7
..\data\raw\grabmyo\1.1.0\Session3\session3_participant10\session3_participant10_gesture16_trial1,3,10,16,HC,3,1
..\data\raw\grabmyo\1.1.0\Session3\session3_participant10\session3_participant10_gesture16_trial2,3,10,16,HC,3,2
..\data\raw\grabmyo\1.1.0\Session3\session3_participant10\session3_participant10_gesture16_trial3,3,10,16,HC,3,3
..\data\raw\grabmyo\1.1.0\Session3\session3_participant10\session3_participant10_gesture16_trial4,3,10,16,HC,3,4
..\data\raw\grabmyo\1.1.0\Session3\session3_participant10\session3_participant10_gesture16_trial5,3,10,16,HC,3,5
..\data\raw\grabmyo\1.1.0\Session3\session3_participant10\session3_participant10_gesture16_trial6,3,10,16,HC,3,6
..\data\raw\grabmyo\1.1.0\Session3\session3_participant10\session3_participant10_gesture16_trial7,3,10,16,HC,3,7
..\data\raw\grabmyo\1.1.0\Session1\session1_participant11\session1_participant11_gesture11_trial1,1,11,11,WF,0,1
..\data\raw\grabmyo\1.1.0\Session1\session1_participant11\session1_participant11_gesture11_trial2,1,11,11,WF,0,2
..\data\raw\grabmyo\1.1.0\Session1\session1_participant11\session1_participant11_gesture11_trial3,1,11,11,WF,0,3
..\data\raw\grabmyo\1.1.0\Session1\session1_participant11\session1_participant11_gesture11_trial4,1,11,11,WF,0,4
..\data\raw\grabmyo\1.1.0\Session1\session1_participant11\session1_participant11_gesture11_trial5,1,11,11,WF,0,5
..\data\raw\grabmyo\1.1.0\Session1\session1_participant11\session1_participant11_gesture11_trial6,1,11,11,WF,0,6
..\data\raw\grabmyo\1.1.0\Session1\session1_participant11\session1_participant11_gesture11_trial7,1,11,11,WF,0,7
..\data\raw\grabmyo\1.1.0\Session1\session1_participant11\session1_participant11_gesture12_trial1,1,11,12,WE,1,1
..\data\raw\grabmyo\1.1.0\Session1\session1_participant11\session1_participant11_gesture12_trial2,1,11,12,WE,1,2
..\data\raw\grabmyo\1.1.0\Session1\session1_participant11\session1_participant11_gesture12_trial3,1,11,12,WE,1,3
..\data\raw\grabmyo\1.1.0\Session1\session1_participant11\session1_participant11_gesture12_trial4,1,11,12,WE,1,4
..\data\raw\grabmyo\1.1.0\Session1\session1_participant11\session1_participant11_gesture12_trial5,1,11,12,WE,1,5
..\data\raw\grabmyo\1.1.0\Session1\session1_participant11\session1_participant11_gesture12_trial6,1,11,12,WE,1,6
..\data\raw\grabmyo\1.1.0\Session1\session1_participant11\session1_participant11_gesture12_trial7,1,11,12,WE,1,7
..\data\raw\grabmyo\1.1.0\Session1\session1_participant11\session1_participant11_gesture15_trial1,1,11,15,HO,2,1
..\data\raw\grabmyo\1.1.0\Session1\session1_participant11\session1_participant11_gesture15_trial2,1,11,15,HO,2,2
..\data\raw\grabmyo\1.1.0\Session1\session1_participant11\session1_participant11_gesture15_trial3,1,11,15,HO,2,3
..\data\raw\grabmyo\1.1.0\Session1\session1_participant11\session1_participant11_gesture15_trial4,1,11,15,HO,2,4
..\data\raw\grabmyo\1.1.0\Session1\session1_participant11\session1_participant11_gesture15_trial5,1,11,15,HO,2,5
..\data\raw\grabmyo\1.1.0\Session1\session1_participant11\session1_participant11_gesture15_trial6,1,11,15,HO,2,6
..\data\raw\grabmyo\1.1.0\Session1\session1_participant11\session1_participant11_gesture15_trial7,1,11,15,HO,2,7
..\data\raw\grabmyo\1.1.0\Session1\session1_participant11\session1_participant11_gesture16_trial1,1,11,16,HC,3,1
..\data\raw\grabmyo\1.1.0\Session1\session1_participant11\session1_participant11_gesture16_trial2,1,11,16,HC,3,2
..\data\raw\grabmyo\1.1.0\Session1\session1_participant11\session1_participant11_gesture16_trial3,1,11,16,HC,3,3
..\data\raw\grabmyo\1.1.0\Session1\session1_participant11\session1_participant11_gesture16_trial4,1,11,16,HC,3,4
..\data\raw\grabmyo\1.1.0\Session1\session1_participant11\session1_participant11_gesture16_trial5,1,11,16,HC,3,5
..\data\raw\grabmyo\1.1.0\Session1\session1_participant11\session1_participant11_gesture16_trial6,1,11,16,HC,3,6
..\data\raw\grabmyo\1.1.0\Session1\session1_participant11\session1_participant11_gesture16_trial7,1,11,16,HC,3,7
..\data\raw\grabmyo\1.1.0\Session2\session2_participant11\session2_participant11_gesture11_trial1,2,11,11,WF,0,1
..\data\raw\grabmyo\1.1.0\Session2\session2_participant11\session2_participant11_gesture11_trial2,2,11,11,WF,0,2
..\data\raw\grabmyo\1.1.0\Session2\session2_participant11\session2_participant11_gesture11_trial3,2,11,11,WF,0,3
..\data\raw\grabmyo\1.1.0\Session2\session2_participant11\session2_participant11_gesture11_trial4,2,11,11,WF,0,4
..\data\raw\grabmyo\1.1.0\Session2\session2_participant11\session2_participant11_gesture11_trial5,2,11,11,WF,0,5
..\data\raw\grabmyo\1.1.0\Session2\session2_participant11\session2_participant11_gesture11_trial6,2,11,11,WF,0,6
..\data\raw\grabmyo\1.1.0\Session2\session2_participant11\session2_participant11_gesture11_trial7,2,11,11,WF,0,7
..\data\raw\grabmyo\1.1.0\Session2\session2_participant11\session2_participant11_gesture12_trial1,2,11,12,WE,1,1
..\data\raw\grabmyo\1.1.0\Session2\session2_participant11\session2_participant11_gesture12_trial2,2,11,12,WE,1,2
..\data\raw\grabmyo\1.1.0\Session2\session2_participant11\session2_participant11_gesture12_trial3,2,11,12,WE,1,3
..\data\raw\grabmyo\1.1.0\Session2\session2_participant11\session2_participant11_gesture12_trial4,2,11,12,WE,1,4
..\data\raw\grabmyo\1.1.0\Session2\session2_participant11\session2_participant11_gesture12_trial5,2,11,12,WE,1,5
..\data\raw\grabmyo\1.1.0\Session2\session2_participant11\session2_participant11_gesture12_trial6,2,11,12,WE,1,6
..\data\raw\grabmyo\1.1.0\Session2\session2_participant11\session2_participant11_gesture12_trial7,2,11,12,WE,1,7
..\data\raw\grabmyo\1.1.0\Session2\session2_participant11\session2_participant11_gesture15_trial1,2,11,15,HO,2,1
..\data\raw\grabmyo\1.1.0\Session2\session2_participant11\session2_participant11_gesture15_trial2,2,11,15,HO,2,2
..\data\raw\grabmyo\1.1.0\Session2\session2_participant11\session2_participant11_gesture15_trial3,2,11,15,HO,2,3
..\data\raw\grabmyo\1.1.0\Session2\session2_participant11\session2_participant11_gesture15_trial4,2,11,15,HO,2,4
..\data\raw\grabmyo\1.1.0\Session2\session2_participant11\session2_participant11_gesture15_trial5,2,11,15,HO,2,5
..\data\raw\grabmyo\1.1.0\Session2\session2_participant11\session2_participant11_gesture15_trial6,2,11,15,HO,2,6
..\data\raw\grabmyo\1.1.0\Session2\session2_participant11\session2_participant11_gesture15_trial7,2,11,15,HO,2,7
..\data\raw\grabmyo\1.1.0\Session2\session2_participant11\session2_participant11_gesture16_trial1,2,11,16,HC,3,1
..\data\raw\grabmyo\1.1.0\Session2\session2_participant11\session2_participant11_gesture16_trial2,2,11,16,HC,3,2
..\data\raw\grabmyo\1.1.0\Session2\session2_participant11\session2_participant11_gesture16_trial3,2,11,16,HC,3,3
..\data\raw\grabmyo\1.1.0\Session2\session2_participant11\session2_participant11_gesture16_trial4,2,11,16,HC,3,4
..\data\raw\grabmyo\1.1.0\Session2\session2_participant11\session2_participant11_gesture16_trial5,2,11,16,HC,3,5
..\data\raw\grabmyo\1.1.0\Session2\session2_participant11\session2_participant11_gesture16_trial6,2,11,16,HC,3,6
..\data\raw\grabmyo\1.1.0\Session2\session2_participant11\session2_participant11_gesture16_trial7,2,11,16,HC,3,7
..\data\raw\grabmyo\1.1.0\Session3\session3_participant11\session3_participant11_gesture11_trial1,3,11,11,WF,0,1
..\data\raw\grabmyo\1.1.0\Session3\session3_participant11\session3_participant11_gesture11_trial2,3,11,11,WF,0,2
..\data\raw\grabmyo\1.1.0\Session3\session3_participant11\session3_participant11_gesture11_trial3,3,11,11,WF,0,3
..\data\raw\grabmyo\1.1.0\Session3\session3_participant11\session3_participant11_gesture11_trial4,3,11,11,WF,0,4
..\data\raw\grabmyo\1.1.0\Session3\session3_participant11\session3_participant11_gesture11_trial5,3,11,11,WF,0,5
..\data\raw\grabmyo\1.1.0\Session3\session3_participant11\session3_participant11_gesture11_trial6,3,11,11,WF,0,6
..\data\raw\grabmyo\1.1.0\Session3\session3_participant11\session3_participant11_gesture11_trial7,3,11,11,WF,0,7
..\data\raw\grabmyo\1.1.0\Session3\session3_participant11\session3_participant11_gesture12_trial1,3,11,12,WE,1,1
..\data\raw\grabmyo\1.1.0\Session3\session3_participant11\session3_participant11_gesture12_trial2,3,11,12,WE,1,2
..\data\raw\grabmyo\1.1.0\Session3\session3_participant11\session3_participant11_gesture12_trial3,3,11,12,WE,1,3
..\data\raw\grabmyo\1.1.0\Session3\session3_participant11\session3_participant11_gesture12_trial4,3,11,12,WE,1,4
..\data\raw\grabmyo\1.1.0\Session3\session3_participant11\session3_participant11_gesture12_trial5,3,11,12,WE,1,5
..\data\raw\grabmyo\1.1.0\Session3\session3_participant11\session3_participant11_gesture12_trial6,3,11,12,WE,1,6
..\data\raw\grabmyo\1.1.0\Session3\session3_participant11\session3_participant11_gesture12_trial7,3,11,12,WE,1,7
..\data\raw\grabmyo\1.1.0\Session3\session3_participant11\session3_participant11_gesture15_trial1,3,11,15,HO,2,1
..\data\raw\grabmyo\1.1.0\Session3\session3_participant11\session3_participant11_gesture15_trial2,3,11,15,HO,2,2
..\data\raw\grabmyo\1.1.0\Session3\session3_participant11\session3_participant11_gesture15_trial3,3,11,15,HO,2,3
..\data\raw\grabmyo\1.1.0\Session3\session3_participant11\session3_participant11_gesture15_trial4,3,11,15,HO,2,4
..\data\raw\grabmyo\1.1.0\Session3\session3_participant11\session3_participant11_gesture15_trial5,3,11,15,HO,2,5
..\data\raw\grabmyo\1.1.0\Session3\session3_participant11\session3_participant11_gesture15_trial6,3,11,15,HO,2,6
..\data\raw\grabmyo\1.1.0\Session3\session3_participant11\session3_participant11_gesture15_trial7,3,11,15,HO,2,7
..\data\raw\grabmyo\1.1.0\Session3\session3_participant11\session3_participant11_gesture16_trial1,3,11,16,HC,3,1
..\data\raw\grabmyo\1.1.0\Session3\session3_participant11\session3_participant11_gesture16_trial2,3,11,16,HC,3,2
..\data\raw\grabmyo\1.1.0\Session3\session3_participant11\session3_participant11_gesture16_trial3,3,11,16,HC,3,3
..\data\raw\grabmyo\1.1.0\Session3\session3_participant11\session3_participant11_gesture16_trial4,3,11,16,HC,3,4
..\data\raw\grabmyo\1.1.0\Session3\session3_participant11\session3_participant11_gesture16_trial5,3,11,16,HC,3,5
..\data\raw\grabmyo\1.1.0\Session3\session3_participant11\session3_participant11_gesture16_trial6,3,11,16,HC,3,6
..\data\raw\grabmyo\1.1.0\Session3\session3_participant11\session3_participant11_gesture16_trial7,3,11,16,HC,3,7
..\data\raw\grabmyo\1.1.0\Session1\session1_participant12\session1_participant12_gesture11_trial1,1,12,11,WF,0,1
..\data\raw\grabmyo\1.1.0\Session1\session1_participant12\session1_participant12_gesture11_trial2,1,12,11,WF,0,2
..\data\raw\grabmyo\1.1.0\Session1\session1_participant12\session1_participant12_gesture11_trial3,1,12,11,WF,0,3
..\data\raw\grabmyo\1.1.0\Session1\session1_participant12\session1_participant12_gesture11_trial4,1,12,11,WF,0,4
..\data\raw\grabmyo\1.1.0\Session1\session1_participant12\session1_participant12_gesture11_trial5,1,12,11,WF,0,5
..\data\raw\grabmyo\1.1.0\Session1\session1_participant12\session1_participant12_gesture11_trial6,1,12,11,WF,0,6
..\data\raw\grabmyo\1.1.0\Session1\session1_participant12\session1_participant12_gesture11_trial7,1,12,11,WF,0,7
..\data\raw\grabmyo\1.1.0\Session1\session1_participant12\session1_participant12_gesture12_trial1,1,12,12,WE,1,1
..\data\raw\grabmyo\1.1.0\Session1\session1_participant12\session1_participant12_gesture12_trial2,1,12,12,WE,1,2
..\data\raw\grabmyo\1.1.0\Session1\session1_participant12\session1_participant12_gesture12_trial3,1,12,12,WE,1,3
..\data\raw\grabmyo\1.1.0\Session1\session1_participant12\session1_participant12_gesture12_trial4,1,12,12,WE,1,4
..\data\raw\grabmyo\1.1.0\Session1\session1_participant12\session1_participant12_gesture12_trial5,1,12,12,WE,1,5
..\data\raw\grabmyo\1.1.0\Session1\session1_participant12\session1_participant12_gesture12_trial6,1,12,12,WE,1,6
..\data\raw\grabmyo\1.1.0\Session1\session1_participant12\session1_participant12_gesture12_trial7,1,12,12,WE,1,7
..\data\raw\grabmyo\1.1.0\Session1\session1_participant12\session1_participant12_gesture15_trial1,1,12,15,HO,2,1
..\data\raw\grabmyo\1.1.0\Session1\session1_participant12\session1_participant12_gesture15_trial2,1,12,15,HO,2,2
..\data\raw\grabmyo\1.1.0\Session1\session1_participant12\session1_participant12_gesture15_trial3,1,12,15,HO,2,3
..\data\raw\grabmyo\1.1.0\Session1\session1_participant12\session1_participant12_gesture15_trial4,1,12,15,HO,2,4
..\data\raw\grabmyo\1.1.0\Session1\session1_participant12\session1_participant12_gesture15_trial5,1,12,15,HO,2,5
..\data\raw\grabmyo\1.1.0\Session1\session1_participant12\session1_participant12_gesture15_trial6,1,12,15,HO,2,6
..\data\raw\grabmyo\1.1.0\Session1\session1_participant12\session1_participant12_gesture15_trial7,1,12,15,HO,2,7
..\data\raw\grabmyo\1.1.0\Session1\session1_participant12\session1_participant12_gesture16_trial1,1,12,16,HC,3,1
..\data\raw\grabmyo\1.1.0\Session1\session1_participant12\session1_participant12_gesture16_trial2,1,12,16,HC,3,2
..\data\raw\grabmyo\1.1.0\Session1\session1_participant12\session1_participant12_gesture16_trial3,1,12,16,HC,3,3
..\data\raw\grabmyo\1.1.0\Session1\session1_participant12\session1_participant12_gesture16_trial4,1,12,16,HC,3,4
..\data\raw\grabmyo\1.1.0\Session1\session1_participant12\session1_participant12_gesture16_trial5,1,12,16,HC,3,5
..\data\raw\grabmyo\1.1.0\Session1\session1_participant12\session1_participant12_gesture16_trial6,1,12,16,HC,3,6
..\data\raw\grabmyo\1.1.0\Session1\session1_participant12\session1_participant12_gesture16_trial7,1,12,16,HC,3,7
..\data\raw\grabmyo\1.1.0\Session2\session2_participant12\session2_participant12_gesture11_trial1,2,12,11,WF,0,1
..\data\raw\grabmyo\1.1.0\Session2\session2_participant12\session2_participant12_gesture11_trial2,2,12,11,WF,0,2
..\data\raw\grabmyo\1.1.0\Session2\session2_participant12\session2_participant12_gesture11_trial3,2,12,11,WF,0,3
..\data\raw\grabmyo\1.1.0\Session2\session2_participant12\session2_participant12_gesture11_trial4,2,12,11,WF,0,4
..\data\raw\grabmyo\1.1.0\Session2\session2_participant12\session2_participant12_gesture11_trial5,2,12,11,WF,0,5
..\data\raw\grabmyo\1.1.0\Session2\session2_participant12\session2_participant12_gesture11_trial6,2,12,11,WF,0,6
..\data\raw\grabmyo\1.1.0\Session2\session2_participant12\session2_participant12_gesture11_trial7,2,12,11,WF,0,7
..\data\raw\grabmyo\1.1.0\Session2\session2_participant12\session2_participant12_gesture12_trial1,2,12,12,WE,1,1
..\data\raw\grabmyo\1.1.0\Session2\session2_participant12\session2_participant12_gesture12_trial2,2,12,12,WE,1,2
..\data\raw\grabmyo\1.1.0\Session2\session2_participant12\session2_participant12_gesture12_trial3,2,12,12,WE,1,3
..\data\raw\grabmyo\1.1.0\Session2\session2_participant12\session2_participant12_gesture12_trial4,2,12,12,WE,1,4
..\data\raw\grabmyo\1.1.0\Session2\session2_participant12\session2_participant12_gesture12_trial5,2,12,12,WE,1,5
..\data\raw\grabmyo\1.1.0\Session2\session2_participant12\session2_participant12_gesture12_trial6,2,12,12,WE,1,6
..\data\raw\grabmyo\1.1.0\Session2\session2_participant12\session2_participant12_gesture12_trial7,2,12,12,WE,1,7
..\data\raw\grabmyo\1.1.0\Session2\session2_participant12\session2_participant12_gesture15_trial1,2,12,15,HO,2,1
..\data\raw\grabmyo\1.1.0\Session2\session2_participant12\session2_participant12_gesture15_trial2,2,12,15,HO,2,2
..\data\raw\grabmyo\1.1.0\Session2\session2_participant12\session2_participant12_gesture15_trial3,2,12,15,HO,2,3
..\data\raw\grabmyo\1.1.0\Session2\session2_participant12\session2_participant12_gesture15_trial4,2,12,15,HO,2,4
..\data\raw\grabmyo\1.1.0\Session2\session2_participant12\session2_participant12_gesture15_trial5,2,12,15,HO,2,5
..\data\raw\grabmyo\1.1.0\Session2\session2_participant12\session2_participant12_gesture15_trial6,2,12,15,HO,2,6
..\data\raw\grabmyo\1.1.0\Session2\session2_participant12\session2_participant12_gesture15_trial7,2,12,15,HO,2,7
..\data\raw\grabmyo\1.1.0\Session2\session2_participant12\session2_participant12_gesture16_trial1,2,12,16,HC,3,1
..\data\raw\grabmyo\1.1.0\Session2\session2_participant12\session2_participant12_gesture16_trial2,2,12,16,HC,3,2
..\data\raw\grabmyo\1.1.0\Session2\session2_participant12\session2_participant12_gesture16_trial3,2,12,16,HC,3,3
..\data\raw\grabmyo\1.1.0\Session2\session2_participant12\session2_participant12_gesture16_trial4,2,12,16,HC,3,4
